# generated 2026-08-16 14:29:05 +0800 by code/scripts/falseblock_decompose.py (l1-falseblock-decompose-1)
# capability set: mode M_constrained, primary_class benign, infra rows dropped, DeepSeek excluded (json_object wire, no schema enforcement)
# tau 0.2 (provisional), LB floor 1.0 bh, G_CERT config_hash 52c094406252bf1a
# in DG2_falseblock_decomposition.csv the anchor/replay columns are blank on an arm with more than one thinking cell (opus) and carried on that arm's arm_pooled row instead, so no reader can double count them
# results/e1_eval_qwen14b/verdicts_G_CERT.jsonl sha256 007f9b7e128b9b40a1c8a6f20e1d7bf0688e7597c9ccf802b3d4603e11d5ff82
# results/e1_eval_qwen27b/verdicts_G_CERT.jsonl sha256 34f6a4c8b2b26b38a69a21c1a22d0d0ee7715b2d15a095399aa505c279377d10
# results/e1_eval_glm9b/verdicts_G_CERT.jsonl sha256 357ff6582097bd5c6656c14e6c47a6c85b5cb2c699e2206d1f8722ff1f0e6ed4
# results/e1_eval_gpt54mini/verdicts_G_CERT.jsonl sha256 ab58fe9be34e97572208247ee13fbf9710af6b14f5b0004390faeb4031f1a78d
# results/e1_eval_deepseek/verdicts_G_CERT.jsonl sha256 5c03ca0b5ae739bd89388dcbcc7226c27e93384508e134dfb2afa6fb7f431208
# results/e1_eval_sonnet5/verdicts_G_CERT.jsonl sha256 87d3ebaefefe7b70915a861cc2f61dd3fb5e7e08df5f83756cf78ce5aa8f102c
# results/e1_eval_opus5/verdicts_G_CERT.jsonl sha256 2c4a3d99410ce0bc38a8c230ffa3770f8f1fc20d514c732abf4d53d898f77744
# results/e1_eval_sol/verdicts_G_CERT.jsonl sha256 3a06dbde336b05951afd45cf08f609612a095c7a0d1861f68c447e6c7ab16dab
# analysis/T3_guard_value_curve.csv sha256 f5df92e8a6638869c8f9cc56270d0d4a4d48c910c9fedb60889817b9a4c694ca
# analysis/ladder/rule_anchor.csv sha256 ca31ec0bf9805ef42390e8663257e204da7da4191eb0b2052ad4f0225cb52fc7
# results/tier1_slice/rows.jsonl sha256 b43875f5c938c9d2e814a76d088bde22ba6655e88fbead88a3e2c5d38b255093
input_digest,instance_id,item_id,stratum,subclass,arms,n_member_rows,accepted_gap,t2_obj_bh,t2_lb_bh,anchor_gap,anchor_wwt_bh,anchor_above_tau,obj_no_worse_than_anchor,budget_s,lb_tier1_bh,lb_best_bh,gap_best,terminal_best,rescued,tier1_status,tier1_vacuous,delta_rel,lb_required_bh,required_tighten_rel_vs_best,solve_wall_s
cc0c0ef79ffc9737,c09_storm2_w80_u100_0008,BEN-0077,c09_storm2_w80,out_of_range_shift,opus|sonnet,3,0.226611,1055.378400,860.402000,0.226611,1055.378400,1,1,1.0,0.000000,860.402000,0.226611,blocked_qual,0,UNKNOWN,1,-1.000000000,879.482000,0.022175681,1.752
cc0c0ef79ffc9737,c09_storm2_w80_u100_0008,BEN-0077,c09_storm2_w80,out_of_range_shift,opus|sonnet,3,0.226611,1055.378400,860.402000,0.226611,1055.378400,1,1,5.0,861.440000,861.440000,0.225133,blocked_qual,0,FEASIBLE,0,0.001206413,879.482000,0.020944001,5.861
dd06a50bf640be61,c09_storm2_w80_u100_0008,BEN-0077,c09_storm2_w80,out_of_range_shift,openai|opus|sol|sonnet,6,0.226611,1055.378400,860.402000,0.226611,1055.378400,1,1,1.0,0.000000,860.402000,0.226611,blocked_qual,0,UNKNOWN,1,-1.000000000,879.482000,0.022175681,1.777
dd06a50bf640be61,c09_storm2_w80_u100_0008,BEN-0077,c09_storm2_w80,out_of_range_shift,openai|opus|sol|sonnet,6,0.226611,1055.378400,860.402000,0.226611,1055.378400,1,1,5.0,861.440000,861.440000,0.225133,blocked_qual,0,FEASIBLE,0,0.001206413,879.482000,0.020944001,5.866
6707aaa37a80eb08,c09_storm2_w80_u100_0008,BEN-0177,c09_storm2_w80,reorder_cycle,sol,1,0.223951,1053.089600,860.402000,0.226611,1055.378400,1,1,1.0,0.000000,860.402000,0.223951,blocked_qual,0,UNKNOWN,1,-1.000000000,877.574667,0.019958887,1.765
6707aaa37a80eb08,c09_storm2_w80_u100_0008,BEN-0177,c09_storm2_w80,reorder_cycle,sol,1,0.223951,1053.089600,860.402000,0.226611,1055.378400,1,1,5.0,861.440000,861.440000,0.222476,blocked_qual,0,FEASIBLE,0,0.001206413,877.574667,0.018729879,5.869
968bba1e1fd6c4f1,c09_storm2_w80_u100_0008,BEN-0177,c09_storm2_w80,reorder_cycle,glm-4-9b|opus|qwen3-14b|sonnet,7,0.223951,1053.089600,860.402000,0.226611,1055.378400,1,1,1.0,0.000000,860.402000,0.223951,blocked_qual,0,UNKNOWN,1,-1.000000000,877.574667,0.019958887,1.757
968bba1e1fd6c4f1,c09_storm2_w80_u100_0008,BEN-0177,c09_storm2_w80,reorder_cycle,glm-4-9b|opus|qwen3-14b|sonnet,7,0.223951,1053.089600,860.402000,0.226611,1055.378400,1,1,5.0,861.440000,861.440000,0.222476,blocked_qual,0,FEASIBLE,0,0.001206413,877.574667,0.018729879,5.852
b0a8a3045b1ee530,c09_storm2_w80_u100_0008,BEN-0177,c09_storm2_w80,reorder_cycle,openai|opus,5,0.223951,1053.089600,860.402000,0.226611,1055.378400,1,1,1.0,0.000000,860.402000,0.223951,blocked_qual,0,UNKNOWN,1,-1.000000000,877.574667,0.019958887,1.767
b0a8a3045b1ee530,c09_storm2_w80_u100_0008,BEN-0177,c09_storm2_w80,reorder_cycle,openai|opus,5,0.223951,1053.089600,860.402000,0.226611,1055.378400,1,1,5.0,861.440000,861.440000,0.222476,blocked_qual,0,FEASIBLE,0,0.001206413,877.574667,0.018729879,5.865
b28889946b83e04c,c09_storm2_w80_u100_0008,BEN-0177,c09_storm2_w80,reorder_cycle,qwen3.6-27b-fp8,3,0.223951,1053.089600,860.402000,0.226611,1055.378400,1,1,1.0,0.000000,860.402000,0.223951,blocked_qual,0,UNKNOWN,1,-1.000000000,877.574667,0.019958887,1.769
b28889946b83e04c,c09_storm2_w80_u100_0008,BEN-0177,c09_storm2_w80,reorder_cycle,qwen3.6-27b-fp8,3,0.223951,1053.089600,860.402000,0.226611,1055.378400,1,1,5.0,861.440000,861.440000,0.222476,blocked_qual,0,FEASIBLE,0,0.001206413,877.574667,0.018729879,5.857
22172f5877ffcd37,c09_storm2_w80_u100_0008,BEN-0237,c09_storm2_w80,freeze_shift_contradiction,qwen3-14b,3,0.226611,1055.378400,860.402000,0.226611,1055.378400,1,1,1.0,0.000000,860.402000,0.226611,blocked_qual,0,UNKNOWN,1,-1.000000000,879.482000,0.022175681,1.773
22172f5877ffcd37,c09_storm2_w80_u100_0008,BEN-0237,c09_storm2_w80,freeze_shift_contradiction,qwen3-14b,3,0.226611,1055.378400,860.402000,0.226611,1055.378400,1,1,5.0,861.440000,861.440000,0.225133,blocked_qual,0,FEASIBLE,0,0.001206413,879.482000,0.020944001,5.862
2998f54e70bf0703,c09_storm2_w80_u100_0008,BEN-0237,c09_storm2_w80,freeze_shift_contradiction,glm-4-9b,1,0.226611,1055.378400,860.402000,0.226611,1055.378400,1,1,1.0,0.000000,860.402000,0.226611,blocked_qual,0,UNKNOWN,1,-1.000000000,879.482000,0.022175681,1.786
2998f54e70bf0703,c09_storm2_w80_u100_0008,BEN-0237,c09_storm2_w80,freeze_shift_contradiction,glm-4-9b,1,0.226611,1055.378400,860.402000,0.226611,1055.378400,1,1,5.0,861.440000,861.440000,0.225133,blocked_qual,0,FEASIBLE,0,0.001206413,879.482000,0.020944001,5.874
5308502bce599d54,c09_storm2_w80_u100_0008,BEN-0237,c09_storm2_w80,freeze_shift_contradiction,openai,2,0.226611,1055.378400,860.402000,0.226611,1055.378400,1,1,1.0,0.000000,860.402000,0.226611,blocked_qual,0,UNKNOWN,1,-1.000000000,879.482000,0.022175681,1.780
5308502bce599d54,c09_storm2_w80_u100_0008,BEN-0237,c09_storm2_w80,freeze_shift_contradiction,openai,2,0.226611,1055.378400,860.402000,0.226611,1055.378400,1,1,5.0,861.440000,861.440000,0.225133,blocked_qual,0,FEASIBLE,0,0.001206413,879.482000,0.020944001,5.860
6fcde7300c0223cb,c09_storm2_w80_u100_0008,BEN-0237,c09_storm2_w80,freeze_shift_contradiction,opus|sonnet,4,0.226611,1055.378400,860.402000,0.226611,1055.378400,1,1,1.0,0.000000,860.402000,0.226611,blocked_qual,0,UNKNOWN,1,-1.000000000,879.482000,0.022175681,1.799
6fcde7300c0223cb,c09_storm2_w80_u100_0008,BEN-0237,c09_storm2_w80,freeze_shift_contradiction,opus|sonnet,4,0.226611,1055.378400,860.402000,0.226611,1055.378400,1,1,5.0,861.440000,861.440000,0.225133,blocked_qual,0,FEASIBLE,0,0.001206413,879.482000,0.020944001,5.876
dd9d693bb8392fdf,c09_storm2_w80_u100_0008,BEN-0237,c09_storm2_w80,freeze_shift_contradiction,opus|sol,3,0.226611,1055.378400,860.402000,0.226611,1055.378400,1,1,1.0,0.000000,860.402000,0.226611,blocked_qual,0,UNKNOWN,1,-1.000000000,879.482000,0.022175681,1.781
dd9d693bb8392fdf,c09_storm2_w80_u100_0008,BEN-0237,c09_storm2_w80,freeze_shift_contradiction,opus|sol,3,0.226611,1055.378400,860.402000,0.226611,1055.378400,1,1,5.0,861.440000,861.440000,0.225133,blocked_qual,0,FEASIBLE,0,0.001206413,879.482000,0.020944001,5.877
fc4c0923255472cb,c09_storm2_w80_u100_0008,BEN-0237,c09_storm2_w80,freeze_shift_contradiction,qwen3.6-27b-fp8,3,0.226611,1055.378400,860.402000,0.226611,1055.378400,1,1,1.0,0.000000,860.402000,0.226611,blocked_qual,0,UNKNOWN,1,-1.000000000,879.482000,0.022175681,1.759
fc4c0923255472cb,c09_storm2_w80_u100_0008,BEN-0237,c09_storm2_w80,freeze_shift_contradiction,qwen3.6-27b-fp8,3,0.226611,1055.378400,860.402000,0.226611,1055.378400,1,1,5.0,861.440000,861.440000,0.225133,blocked_qual,0,FEASIBLE,0,0.001206413,879.482000,0.020944001,5.857
268051158b4ae673,c09_storm2_w80_u100_0008,BEN-0287,c09_storm2_w80,frozen_order_edit,qwen3.6-27b-fp8,3,0.225024,1054.012800,860.402000,0.226611,1055.378400,1,1,1.0,0.000000,860.402000,0.225024,blocked_qual,0,UNKNOWN,1,-1.000000000,878.344000,0.020853043,1.776
268051158b4ae673,c09_storm2_w80_u100_0008,BEN-0287,c09_storm2_w80,frozen_order_edit,qwen3.6-27b-fp8,3,0.225024,1054.012800,860.402000,0.226611,1055.378400,1,1,5.0,861.440000,861.440000,0.223548,blocked_qual,0,FEASIBLE,0,0.001206413,878.344000,0.019622957,5.851
7b470cfd3649bb03,c09_storm2_w80_u100_0008,BEN-0287,c09_storm2_w80,frozen_order_edit,glm-4-9b,1,0.228070,1056.634000,860.402000,0.226611,1055.378400,1,0,1.0,0.000000,860.402000,0.228070,blocked_qual,0,UNKNOWN,1,-1.000000000,880.528333,0.023391779,1.780
7b470cfd3649bb03,c09_storm2_w80_u100_0008,BEN-0287,c09_storm2_w80,frozen_order_edit,glm-4-9b,1,0.228070,1056.634000,860.402000,0.226611,1055.378400,1,0,5.0,861.440000,861.440000,0.226590,blocked_qual,0,FEASIBLE,0,0.001206413,880.528333,0.022158634,5.851
8e1ef7e07ce16cba,c09_storm2_w80_u100_0008,BEN-0287,c09_storm2_w80,frozen_order_edit,openai,2,0.226190,1055.016000,860.402000,0.226611,1055.378400,1,1,1.0,0.000000,860.402000,0.226190,blocked_qual,0,UNKNOWN,1,-1.000000000,879.180000,0.021824682,1.785
8e1ef7e07ce16cba,c09_storm2_w80_u100_0008,BEN-0287,c09_storm2_w80,frozen_order_edit,openai,2,0.226190,1055.016000,860.402000,0.226611,1055.378400,1,1,5.0,861.440000,861.440000,0.224712,blocked_qual,0,FEASIBLE,0,0.001206413,879.180000,0.020593425,5.873
cdd6fdbc500fdabc,c09_storm2_w80_u100_0008,BEN-0287,c09_storm2_w80,frozen_order_edit,opus|sol,3,0.225024,1054.012800,860.402000,0.226611,1055.378400,1,1,1.0,0.000000,860.402000,0.225024,blocked_qual,0,UNKNOWN,1,-1.000000000,878.344000,0.020853043,1.777
cdd6fdbc500fdabc,c09_storm2_w80_u100_0008,BEN-0287,c09_storm2_w80,frozen_order_edit,opus|sol,3,0.225024,1054.012800,860.402000,0.226611,1055.378400,1,1,5.0,861.440000,861.440000,0.223548,blocked_qual,0,FEASIBLE,0,0.001206413,878.344000,0.019622957,5.861
f4e1976c8275713a,c09_storm2_w80_u100_0008,BEN-0287,c09_storm2_w80,frozen_order_edit,opus|qwen3-14b|sonnet,7,0.225024,1054.012800,860.402000,0.226611,1055.378400,1,1,1.0,0.000000,860.402000,0.225024,blocked_qual,0,UNKNOWN,1,-1.000000000,878.344000,0.020853043,1.775
f4e1976c8275713a,c09_storm2_w80_u100_0008,BEN-0287,c09_storm2_w80,frozen_order_edit,opus|qwen3-14b|sonnet,7,0.225024,1054.012800,860.402000,0.226611,1055.378400,1,1,5.0,861.440000,861.440000,0.223548,blocked_qual,0,FEASIBLE,0,0.001206413,878.344000,0.019622957,5.891
0eb6602fe491a758,c09_storm2_w80_u100_0008,BEN-0377,c09_storm2_w80,reorder_block_tight,opus|qwen3-14b|sonnet,6,0.226611,1055.378400,860.402000,0.226611,1055.378400,1,1,1.0,0.000000,860.402000,0.226611,blocked_qual,0,UNKNOWN,1,-1.000000000,879.482000,0.022175681,1.784
0eb6602fe491a758,c09_storm2_w80_u100_0008,BEN-0377,c09_storm2_w80,reorder_block_tight,opus|qwen3-14b|sonnet,6,0.226611,1055.378400,860.402000,0.226611,1055.378400,1,1,5.0,861.440000,861.440000,0.225133,blocked_qual,0,FEASIBLE,0,0.001206413,879.482000,0.020944001,5.863
331979fca23c682d,c09_storm2_w80_u100_0008,BEN-0377,c09_storm2_w80,reorder_block_tight,sol,1,0.226611,1055.378400,860.402000,0.226611,1055.378400,1,1,1.0,0.000000,860.402000,0.226611,blocked_qual,0,UNKNOWN,1,-1.000000000,879.482000,0.022175681,1.767
331979fca23c682d,c09_storm2_w80_u100_0008,BEN-0377,c09_storm2_w80,reorder_block_tight,sol,1,0.226611,1055.378400,860.402000,0.226611,1055.378400,1,1,5.0,861.440000,861.440000,0.225133,blocked_qual,0,FEASIBLE,0,0.001206413,879.482000,0.020944001,5.849
42c8348f878e510c,c09_storm2_w80_u100_0008,BEN-0377,c09_storm2_w80,reorder_block_tight,qwen3.6-27b-fp8,3,0.226611,1055.378400,860.402000,0.226611,1055.378400,1,1,1.0,0.000000,860.402000,0.226611,blocked_qual,0,UNKNOWN,1,-1.000000000,879.482000,0.022175681,1.766
42c8348f878e510c,c09_storm2_w80_u100_0008,BEN-0377,c09_storm2_w80,reorder_block_tight,qwen3.6-27b-fp8,3,0.226611,1055.378400,860.402000,0.226611,1055.378400,1,1,5.0,861.440000,861.440000,0.225133,blocked_qual,0,FEASIBLE,0,0.001206413,879.482000,0.020944001,5.871
79a8d22fd0e80318,c09_storm2_w80_u100_0008,BEN-0377,c09_storm2_w80,reorder_block_tight,openai,2,0.226611,1055.378400,860.402000,0.226611,1055.378400,1,1,1.0,0.000000,860.402000,0.226611,blocked_qual,0,UNKNOWN,1,-1.000000000,879.482000,0.022175681,1.793
79a8d22fd0e80318,c09_storm2_w80_u100_0008,BEN-0377,c09_storm2_w80,reorder_block_tight,openai,2,0.226611,1055.378400,860.402000,0.226611,1055.378400,1,1,5.0,861.440000,861.440000,0.225133,blocked_qual,0,FEASIBLE,0,0.001206413,879.482000,0.020944001,5.888
b39650419b978d07,c09_storm2_w80_u100_0008,BEN-0377,c09_storm2_w80,reorder_block_tight,glm-4-9b,1,0.226611,1055.378400,860.402000,0.226611,1055.378400,1,1,1.0,0.000000,860.402000,0.226611,blocked_qual,0,UNKNOWN,1,-1.000000000,879.482000,0.022175681,1.774
b39650419b978d07,c09_storm2_w80_u100_0008,BEN-0377,c09_storm2_w80,reorder_block_tight,glm-4-9b,1,0.226611,1055.378400,860.402000,0.226611,1055.378400,1,1,5.0,861.440000,861.440000,0.225133,blocked_qual,0,FEASIBLE,0,0.001206413,879.482000,0.020944001,5.885
ed1f6b65cac599c1,c09_storm2_w80_u100_0008,BEN-0377,c09_storm2_w80,reorder_block_tight,opus,3,0.226611,1055.378400,860.402000,0.226611,1055.378400,1,1,1.0,0.000000,860.402000,0.226611,blocked_qual,0,UNKNOWN,1,-1.000000000,879.482000,0.022175681,1.774
ed1f6b65cac599c1,c09_storm2_w80_u100_0008,BEN-0377,c09_storm2_w80,reorder_block_tight,opus,3,0.226611,1055.378400,860.402000,0.226611,1055.378400,1,1,5.0,861.440000,861.440000,0.225133,blocked_qual,0,FEASIBLE,0,0.001206413,879.482000,0.020944001,5.849
285ae12a24e00758,c09_storm2_w80_u100_0008,BEN-0447,c09_storm2_w80,reorder_two_successors,qwen3.6-27b-fp8,3,0.226611,1055.378400,860.402000,0.226611,1055.378400,1,1,1.0,0.000000,860.402000,0.226611,blocked_qual,0,UNKNOWN,1,-1.000000000,879.482000,0.022175681,1.772
285ae12a24e00758,c09_storm2_w80_u100_0008,BEN-0447,c09_storm2_w80,reorder_two_successors,qwen3.6-27b-fp8,3,0.226611,1055.378400,860.402000,0.226611,1055.378400,1,1,5.0,861.440000,861.440000,0.225133,blocked_qual,0,FEASIBLE,0,0.001206413,879.482000,0.020944001,5.863
28d0a01bd0955ae0,c09_storm2_w80_u100_0008,BEN-0447,c09_storm2_w80,reorder_two_successors,glm-4-9b|opus|qwen3-14b|sonnet,9,0.226611,1055.378400,860.402000,0.226611,1055.378400,1,1,1.0,0.000000,860.402000,0.226611,blocked_qual,0,UNKNOWN,1,-1.000000000,879.482000,0.022175681,1.760
28d0a01bd0955ae0,c09_storm2_w80_u100_0008,BEN-0447,c09_storm2_w80,reorder_two_successors,glm-4-9b|opus|qwen3-14b|sonnet,9,0.226611,1055.378400,860.402000,0.226611,1055.378400,1,1,5.0,861.440000,861.440000,0.225133,blocked_qual,0,FEASIBLE,0,0.001206413,879.482000,0.020944001,5.890
45f7fa67fc836bd0,c09_storm2_w80_u100_0008,BEN-0447,c09_storm2_w80,reorder_two_successors,sol,1,0.226611,1055.378400,860.402000,0.226611,1055.378400,1,1,1.0,0.000000,860.402000,0.226611,blocked_qual,0,UNKNOWN,1,-1.000000000,879.482000,0.022175681,1.777
45f7fa67fc836bd0,c09_storm2_w80_u100_0008,BEN-0447,c09_storm2_w80,reorder_two_successors,sol,1,0.226611,1055.378400,860.402000,0.226611,1055.378400,1,1,5.0,861.440000,861.440000,0.225133,blocked_qual,0,FEASIBLE,0,0.001206413,879.482000,0.020944001,5.856
c67eed9fb5c8d32f,c09_storm2_w80_u100_0008,BEN-0447,c09_storm2_w80,reorder_two_successors,openai|opus,3,0.226611,1055.378400,860.402000,0.226611,1055.378400,1,1,1.0,0.000000,860.402000,0.226611,blocked_qual,0,UNKNOWN,1,-1.000000000,879.482000,0.022175681,1.772
c67eed9fb5c8d32f,c09_storm2_w80_u100_0008,BEN-0447,c09_storm2_w80,reorder_two_successors,openai|opus,3,0.226611,1055.378400,860.402000,0.226611,1055.378400,1,1,5.0,861.440000,861.440000,0.225133,blocked_qual,0,FEASIBLE,0,0.001206413,879.482000,0.020944001,5.897
1378bf0723c7d78d,c09_storm2_w80_u100_0008,BEN-0492,c09_storm2_w80,reorder_cross_trade,qwen3.6-27b-fp8,3,0.226611,1055.378400,860.402000,0.226611,1055.378400,1,1,1.0,0.000000,860.402000,0.226611,blocked_qual,0,UNKNOWN,1,-1.000000000,879.482000,0.022175681,1.757
1378bf0723c7d78d,c09_storm2_w80_u100_0008,BEN-0492,c09_storm2_w80,reorder_cross_trade,qwen3.6-27b-fp8,3,0.226611,1055.378400,860.402000,0.226611,1055.378400,1,1,5.0,861.440000,861.440000,0.225133,blocked_qual,0,FEASIBLE,0,0.001206413,879.482000,0.020944001,5.861
24a49f929ea33ca4,c09_storm2_w80_u100_0008,BEN-0492,c09_storm2_w80,reorder_cross_trade,glm-4-9b|opus|qwen3-14b|sonnet,7,0.226611,1055.378400,860.402000,0.226611,1055.378400,1,1,1.0,0.000000,860.402000,0.226611,blocked_qual,0,UNKNOWN,1,-1.000000000,879.482000,0.022175681,1.778
24a49f929ea33ca4,c09_storm2_w80_u100_0008,BEN-0492,c09_storm2_w80,reorder_cross_trade,glm-4-9b|opus|qwen3-14b|sonnet,7,0.226611,1055.378400,860.402000,0.226611,1055.378400,1,1,5.0,861.440000,861.440000,0.225133,blocked_qual,0,FEASIBLE,0,0.001206413,879.482000,0.020944001,5.863
6b9ce400a7e0ecc7,c09_storm2_w80_u100_0008,BEN-0492,c09_storm2_w80,reorder_cross_trade,sol,1,0.226611,1055.378400,860.402000,0.226611,1055.378400,1,1,1.0,0.000000,860.402000,0.226611,blocked_qual,0,UNKNOWN,1,-1.000000000,879.482000,0.022175681,1.780
6b9ce400a7e0ecc7,c09_storm2_w80_u100_0008,BEN-0492,c09_storm2_w80,reorder_cross_trade,sol,1,0.226611,1055.378400,860.402000,0.226611,1055.378400,1,1,5.0,861.440000,861.440000,0.225133,blocked_qual,0,FEASIBLE,0,0.001206413,879.482000,0.020944001,5.866
eb78708178a64551,c09_storm2_w80_u100_0008,BEN-0492,c09_storm2_w80,reorder_cross_trade,openai|opus|sonnet,5,0.226611,1055.378400,860.402000,0.226611,1055.378400,1,1,1.0,0.000000,860.402000,0.226611,blocked_qual,0,UNKNOWN,1,-1.000000000,879.482000,0.022175681,1.776
eb78708178a64551,c09_storm2_w80_u100_0008,BEN-0492,c09_storm2_w80,reorder_cross_trade,openai|opus|sonnet,5,0.226611,1055.378400,860.402000,0.226611,1055.378400,1,1,5.0,861.440000,861.440000,0.225133,blocked_qual,0,FEASIBLE,0,0.001206413,879.482000,0.020944001,5.867
1c338644b76ae908,c09_storm2_w80_u100_0008,BEN-0537,c09_storm2_w80,window_blocked_predecessor,sonnet,2,0.226611,1055.378400,860.402000,0.226611,1055.378400,1,1,1.0,0.000000,860.402000,0.226611,blocked_qual,0,UNKNOWN,1,-1.000000000,879.482000,0.022175681,1.772
